cameo_root,cameo_label,commodity,lag_days,pearson_r,pearson_p,spearman_r,spearman_p
09,Investigate,GC=F,5,,,,
09,Investigate,GC=F,10,,,,
09,Investigate,GC=F,20,,,,
09,Investigate,ZW=F,0,,,,
09,Investigate,ZW=F,1,,,,
09,Investigate,ZW=F,5,,,,
09,Investigate,ZW=F,10,,,,
09,Investigate,ZW=F,20,,,,
10,Demand,CL=F,0,,,,
10,Demand,CL=F,1,,,,
10,Demand,CL=F,5,,,,
10,Demand,CL=F,10,,,,
10,Demand,CL=F,20,,,,
10,Demand,GC=F,0,,,,
10,Demand,GC=F,1,,,,
10,Demand,GC=F,5,,,,
10,Demand,GC=F,10,,,,
10,Demand,GC=F,20,,,,
10,Demand,ZW=F,0,,,,
10,Demand,ZW=F,1,,,,
10,Demand,ZW=F,5,,,,
10,Demand,ZW=F,10,,,,
10,Demand,ZW=F,20,,,,
11,Disapprove,CL=F,0,,,,
11,Disapprove,CL=F,1,,,,
11,Disapprove,CL=F,5,,,,
11,Disapprove,CL=F,10,,,,
11,Disapprove,CL=F,20,,,,
11,Disapprove,GC=F,0,,,,
11,Disapprove,GC=F,1,,,,
11,Disapprove,GC=F,5,,,,
11,Disapprove,GC=F,10,,,,
11,Disapprove,GC=F,20,,,,
11,Disapprove,ZW=F,0,,,,
11,Disapprove,ZW=F,1,,,,
11,Disapprove,ZW=F,5,,,,
11,Disapprove,ZW=F,10,,,,
11,Disapprove,ZW=F,20,,,,
12,Reject,CL=F,0,-0.04529234864776735,0.04704566945961075,-0.038348128099960244,0.09273029578317268
12,Reject,CL=F,1,-0.056644633793457896,0.012978398497851287,-0.04993900001300366,0.028533762637566896
12,Reject,CL=F,5,-0.021312929040882004,0.35024536714245075,-0.007457389016151952,0.7438089411298611
12,Reject,CL=F,10,0.016697164635686913,0.4643032373805958,0.0018190780769385881,0.9364611827889099
12,Reject,CL=F,20,0.026566084517013113,0.24536020250772606,0.03546369489035362,0.12090513269745563
12,Reject,GC=F,0,-0.029924643653735962,0.18087411811944015,-0.019109008689627092,0.3929175515372324
12,Reject,GC=F,1,-0.012004568622824945,0.5914896307136763,-0.022581763072977157,0.3126691785821222
12,Reject,GC=F,5,-0.008303610094752617,0.7104767643346566,-0.047513031963356364,0.03356569751385399
