cameo_root,cameo_label,commodity,lag,direction,f_stat,p_value_raw,sparse_skipped,q_value_fdr,significant
10,Demand,CL=F,5,cameo→vol,,,False,,False
10,Demand,CL=F,10,cameo→vol,,,False,,False
10,Demand,CL=F,20,cameo→vol,,,False,,False
10,Demand,GC=F,1,cameo→vol,,,False,,False
10,Demand,GC=F,5,cameo→vol,,,False,,False
10,Demand,GC=F,10,cameo→vol,,,False,,False
10,Demand,GC=F,20,cameo→vol,,,False,,False
10,Demand,ZW=F,1,cameo→vol,,,False,,False
10,Demand,ZW=F,5,cameo→vol,,,False,,False
10,Demand,ZW=F,10,cameo→vol,,,False,,False
10,Demand,ZW=F,20,cameo→vol,,,False,,False
11,Disapprove,CL=F,1,cameo→vol,,,False,,False
11,Disapprove,CL=F,5,cameo→vol,,,False,,False
11,Disapprove,CL=F,10,cameo→vol,,,False,,False
11,Disapprove,CL=F,20,cameo→vol,,,False,,False
11,Disapprove,GC=F,1,cameo→vol,,,False,,False
11,Disapprove,GC=F,5,cameo→vol,,,False,,False
11,Disapprove,GC=F,10,cameo→vol,,,False,,False
11,Disapprove,GC=F,20,cameo→vol,,,False,,False
11,Disapprove,ZW=F,1,cameo→vol,,,False,,False
11,Disapprove,ZW=F,5,cameo→vol,,,False,,False
11,Disapprove,ZW=F,10,cameo→vol,,,False,,False
11,Disapprove,ZW=F,20,cameo→vol,,,False,,False
08,Yield / Concede,ZW=F,20,vol→cameo,2.0001931798596817,0.005329113236963844,False,0.9027172656972214,False
18,Assault,ZW=F,10,vol→cameo,2.3480081810717794,0.009403304851012723,False,0.9027172656972214,False
02,Appeal,CL=F,1,vol→cameo,1.2688265884892074,0.26012776626715983,False,0.9386655250206446,False
02,Appeal,CL=F,5,vol→cameo,0.7959715132405882,0.5524670549364642,False,0.9386655250206446,False
02,Appeal,CL=F,20,vol→cameo,0.8428171197354222,0.6619498450853413,False,0.9386655250206446,False
02,Appeal,GC=F,1,vol→cameo,0.31309070968710595,0.5758525156850605,False,0.9386655250206446,False
02,Appeal,GC=F,10,vol→cameo,0.8479278802508846,0.5822279341102076,False,0.9386655250206446,False
02,Appeal,GC=F,20,vol→cameo,1.0916031732373304,0.3508724830130132,False,0.9386655250206446,False
02,Appeal,ZW=F,1,vol→cameo,1.4309256066606786,0.23175717003626722,False,0.9386655250206446,False
02,Appeal,ZW=F,5,vol→cameo,1.091920106228399,0.3627745305579954,False,0.9386655250206446,False
02,Appeal,ZW=F,10,vol→cameo,0.9629336123287316,0.4739570565647727,False,0.9386655250206446,False
03,Agree,CL=F,10,vol→cameo,0.9275626735131948,0.506451731393323,False,0.9386655250206446,False
03,Agree,CL=F,20,vol→cameo,0.9066357256096262,0.578709287566677,False,0.9386655250206446,False
03,Agree,GC=F,1,vol→cameo,0.24854055477916467,0.6181595009853011,False,0.9386655250206446,False
03,Agree,ZW=F,5,vol→cameo,1.1721340694579847,0.3204431903048332,False,0.9386655250206446,False
04,Consult,CL=F,5,vol→cameo,0.9223130034404224,0.46535205067830976,False,0.9386655250206446,False
04,Consult,GC=F,1,vol→cameo,0.7591227763819742,0.3837079152286036,False,0.9386655250206446,False
04,Consult,GC=F,5,vol→cameo,0.8516254083381293,0.5130689641162985,False,0.9386655250206446,False
04,Consult,GC=F,20,vol→cameo,0.8732872161754792,0.6224008600629172,False,0.9386655250206446,False
04,Consult,ZW=F,1,vol→cameo,0.4685712830865384,0.4937255784989031,False,0.9386655250206446,False
04,Consult,ZW=F,5,vol→cameo,0.7808526849658538,0.5634114984531369,False,0.9386655250206446,False
04,Consult,ZW=F,10,vol→cameo,0.9268325305866411,0.5071232978724577,False,0.9386655250206446,False
04,Consult,ZW=F,20,vol→cameo,0.8731239176509993,0.6226122813951276,False,0.9386655250206446,False
05,Support Diplomatically,CL=F,5,vol→cameo,1.3800483326714288,0.2287049303349662,False,0.9386655250206446,False
05,Support Diplomatically,CL=F,10,vol→cameo,1.4269363780312294,0.16207038140516303,False,0.9386655250206446,False
05,Support Diplomatically,CL=F,20,vol→cameo,1.324339786479093,0.15216719770815795,False,0.9386655250206446,False
05,Support Diplomatically,GC=F,1,vol→cameo,0.8396591195307964,0.35960492048929105,False,0.9386655250206446,False
05,Support Diplomatically,GC=F,5,vol→cameo,0.6888132669615622,0.6319259932057797,False,0.9386655250206446,False
05,Support Diplomatically,ZW=F,1,vol→cameo,0.8368128885659263,0.3604216612475587,False,0.9386655250206446,False
05,Support Diplomatically,ZW=F,5,vol→cameo,1.2811147394969584,0.26921673382782235,False,0.9386655250206446,False
05,Support Diplomatically,ZW=F,10,vol→cameo,0.9770739525509772,0.46122978852870045,False,0.9386655250206446,False
05,Support Diplomatically,ZW=F,20,vol→cameo,1.4503186481576964,0.08926799193066917,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,CL=F,1,vol→cameo,1.5410763515993853,0.21460938029298784,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,CL=F,5,vol→cameo,0.7732378131570923,0.5689663086646652,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,CL=F,10,vol→cameo,0.9811722439885857,0.45758255690923144,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,CL=F,20,vol→cameo,1.2467962640499595,0.20567543752742803,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,GC=F,5,vol→cameo,0.7524015862611363,0.5842706362743846,False,0.9386655250206446,False
