cameo_root,cameo_label,commodity,lag,direction,f_stat,p_value_raw,sparse_skipped,q_value_fdr,significant
06,Cooperate Economically/Militarily,GC=F,20,vol→cameo,1.2294870626541707,0.21925951313304903,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,ZW=F,1,vol→cameo,0.5105049649472245,0.47500486590376756,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,ZW=F,10,vol→cameo,1.509664526803915,0.12955695649370438,False,0.9386655250206446,False
06,Cooperate Economically/Militarily,ZW=F,20,vol→cameo,1.2641833105024003,0.1925494337637995,False,0.9386655250206446,False
07,Provide Aid,CL=F,5,vol→cameo,1.169441646406427,0.32181172309958883,False,0.9386655250206446,False
07,Provide Aid,CL=F,10,vol→cameo,1.3976069675748073,0.1750951998974053,False,0.9386655250206446,False
07,Provide Aid,CL=F,20,vol→cameo,0.9156201350945145,0.5669384122984114,False,0.9386655250206446,False
07,Provide Aid,GC=F,10,vol→cameo,0.7818228684247777,0.6465519659268897,False,0.9386655250206446,False
07,Provide Aid,GC=F,20,vol→cameo,0.9033794708925307,0.5829772239913524,False,0.9386655250206446,False
07,Provide Aid,ZW=F,5,vol→cameo,1.463356386699047,0.19867215176996786,False,0.9386655250206446,False
07,Provide Aid,ZW=F,10,vol→cameo,1.6442818651706763,0.08855010763644784,False,0.9386655250206446,False
07,Provide Aid,ZW=F,20,vol→cameo,1.2005447368695183,0.24354935888754,False,0.9386655250206446,False
08,Yield / Concede,CL=F,1,vol→cameo,0.32844290756711914,0.5666445481214328,False,0.9386655250206446,False
08,Yield / Concede,CL=F,5,vol→cameo,0.9290802765709424,0.4609291565850385,False,0.9386655250206446,False
08,Yield / Concede,CL=F,10,vol→cameo,1.3310450938942793,0.2078083052926876,False,0.9386655250206446,False
08,Yield / Concede,CL=F,20,vol→cameo,1.1844488741923418,0.2578738546993871,False,0.9386655250206446,False
08,Yield / Concede,GC=F,5,vol→cameo,0.9533108062267985,0.44529982028543313,False,0.9386655250206446,False
08,Yield / Concede,GC=F,10,vol→cameo,0.8108461291262009,0.6182653562198557,False,0.9386655250206446,False
08,Yield / Concede,GC=F,20,vol→cameo,1.2133922539132285,0.23253307094295098,False,0.9386655250206446,False
08,Yield / Concede,ZW=F,5,vol→cameo,1.3920290883939526,0.22414917919952265,False,0.9386655250206446,False
08,Yield / Concede,ZW=F,10,vol→cameo,1.8772566149559742,0.043953597186986146,False,0.9386655250206446,False
12,Reject,CL=F,1,vol→cameo,0.39920298679109334,0.5275764136659482,False,0.9386655250206446,False
12,Reject,CL=F,5,vol→cameo,0.8577304716478273,0.5088488306273241,False,0.9386655250206446,False
12,Reject,CL=F,10,vol→cameo,1.4248864084495678,0.16295410894653614,False,0.9386655250206446,False
12,Reject,CL=F,20,vol→cameo,1.423060537177884,0.1006582501274495,False,0.9386655250206446,False
12,Reject,GC=F,1,vol→cameo,0.4653699906055542,0.4952040506220643,False,0.9386655250206446,False
12,Reject,GC=F,5,vol→cameo,0.6846073355228594,0.635119271039468,False,0.9386655250206446,False
12,Reject,GC=F,10,vol→cameo,0.9906338644819618,0.44917189326686435,False,0.9386655250206446,False
12,Reject,GC=F,20,vol→cameo,0.9802588096176817,0.4833723195580728,False,0.9386655250206446,False
12,Reject,ZW=F,1,vol→cameo,2.4984117580325043,0.11412146189541639,False,0.9386655250206446,False
12,Reject,ZW=F,5,vol→cameo,1.0904447381789761,0.363590515980528,False,0.9386655250206446,False
12,Reject,ZW=F,10,vol→cameo,0.7994467844547343,0.6293765020197382,False,0.9386655250206446,False
12,Reject,ZW=F,20,vol→cameo,0.8397760123174342,0.6658712408463849,False,0.9386655250206446,False
13,Threaten,CL=F,1,vol→cameo,0.20968514085593126,0.6470661429137657,False,0.9386655250206446,False
13,Threaten,CL=F,5,vol→cameo,0.895538056605564,0.4831066356343171,False,0.9386655250206446,False
13,Threaten,CL=F,10,vol→cameo,0.8344321561377028,0.5953170161395509,False,0.9386655250206446,False
13,Threaten,CL=F,20,vol→cameo,0.9653345442880873,0.5024127105194163,False,0.9386655250206446,False
13,Threaten,GC=F,10,vol→cameo,0.8904592600957786,0.5413761162340225,False,0.9386655250206446,False
13,Threaten,GC=F,20,vol→cameo,1.1527460532561389,0.2875625171623476,False,0.9386655250206446,False
13,Threaten,ZW=F,1,vol→cameo,0.708922261513258,0.39990387087934853,False,0.9386655250206446,False
13,Threaten,ZW=F,5,vol→cameo,0.8984875923372063,0.4811245964396633,False,0.9386655250206446,False
14,Protest,CL=F,5,vol→cameo,1.22213947091043,0.29606706191223037,False,0.9386655250206446,False
14,Protest,CL=F,10,vol→cameo,1.2087566792466529,0.28009715126256746,False,0.9386655250206446,False
14,Protest,CL=F,20,vol→cameo,0.9322208369392091,0.5452463589168869,False,0.9386655250206446,False
14,Protest,GC=F,1,vol→cameo,0.6881661935917623,0.40688797533321186,False,0.9386655250206446,False
14,Protest,GC=F,5,vol→cameo,1.664689722416348,0.1398423895083897,False,0.9386655250206446,False
14,Protest,GC=F,10,vol→cameo,1.200543385747158,0.2855066044955775,False,0.9386655250206446,False
14,Protest,GC=F,20,vol→cameo,1.0181911066719866,0.43614396738422,False,0.9386655250206446,False
14,Protest,ZW=F,1,vol→cameo,0.31888317669637284,0.5723437830407747,False,0.9386655250206446,False
14,Protest,ZW=F,10,vol→cameo,1.2442988173691532,0.2573799537185337,False,0.9386655250206446,False
14,Protest,ZW=F,20,vol→cameo,0.8890727898759798,0.6017369048969814,False,0.9386655250206446,False
15,Exhibit Military Posture,CL=F,1,vol→cameo,0.7328107503831502,0.39208050382261395,False,0.9386655250206446,False
15,Exhibit Military Posture,CL=F,10,vol→cameo,0.821935646441301,0.6074666604100611,False,0.9386655250206446,False
15,Exhibit Military Posture,GC=F,1,vol→cameo,0.1841536872965446,0.6678739519794312,False,0.9386655250206446,False
15,Exhibit Military Posture,GC=F,10,vol→cameo,1.1854902428804979,0.29567736094033115,False,0.9386655250206446,False
15,Exhibit Military Posture,GC=F,20,vol→cameo,1.2930761887662112,0.172192546799917,False,0.9386655250206446,False
15,Exhibit Military Posture,ZW=F,1,vol→cameo,1.0376450894668072,0.30849468517351036,False,0.9386655250206446,False
16,Reduce Relations,CL=F,5,vol→cameo,2.768543524681952,0.016906594230595675,False,0.9386655250206446,False
16,Reduce Relations,CL=F,10,vol→cameo,1.7421432989631525,0.06640057179511918,False,0.9386655250206446,False
16,Reduce Relations,CL=F,20,vol→cameo,1.2469356555904199,0.20556807203184296,False,0.9386655250206446,False
16,Reduce Relations,GC=F,1,vol→cameo,0.23458955385752112,0.628194542873543,False,0.9386655250206446,False
16,Reduce Relations,GC=F,10,vol→cameo,1.4605269680392097,0.14810454559411246,False,0.9386655250206446,False
16,Reduce Relations,GC=F,20,vol→cameo,1.196653764292351,0.2469298864992504,False,0.9386655250206446,False
16,Reduce Relations,ZW=F,1,vol→cameo,0.2012050743682278,0.6537991547693665,False,0.9386655250206446,False
16,Reduce Relations,ZW=F,5,vol→cameo,0.7851180105312676,0.5603127079102977,False,0.9386655250206446,False
17,Coerce,CL=F,1,vol→cameo,0.18191914068896242,0.6697769631657724,False,0.9386655250206446,False
17,Coerce,CL=F,5,vol→cameo,0.9658247169742958,0.4373801144176118,False,0.9386655250206446,False
17,Coerce,CL=F,10,vol→cameo,1.001463216434694,0.4396762351474298,False,0.9386655250206446,False
17,Coerce,CL=F,20,vol→cameo,1.2125674063082201,0.23329675917792927,False,0.9386655250206446,False
17,Coerce,GC=F,10,vol→cameo,0.7875952135224609,0.6409285210398719,False,0.9386655250206446,False
17,Coerce,GC=F,20,vol→cameo,1.0022046958765698,0.4558297317519869,False,0.9386655250206446,False
17,Coerce,ZW=F,1,vol→cameo,0.4383631756597818,0.5079908636457088,False,0.9386655250206446,False
17,Coerce,ZW=F,5,vol→cameo,0.7331226584438896,0.5985822587425413,False,0.9386655250206446,False
18,Assault,CL=F,1,vol→cameo,0.602590525475648,0.437686989226186,False,0.9386655250206446,False
18,Assault,CL=F,5,vol→cameo,1.8017258041071411,0.10928446074710861,False,0.9386655250206446,False
18,Assault,CL=F,10,vol→cameo,1.1483849434773457,0.32184931160490826,False,0.9386655250206446,False
18,Assault,CL=F,20,vol→cameo,1.0139851262000281,0.4413200945954629,False,0.9386655250206446,False
18,Assault,GC=F,1,vol→cameo,0.7837116683414433,0.3761149576889097,False,0.9386655250206446,False
18,Assault,GC=F,5,vol→cameo,0.7358161291420359,0.5965739118324724,False,0.9386655250206446,False
18,Assault,GC=F,10,vol→cameo,0.9163080389715836,0.5169535320731242,False,0.9386655250206446,False
18,Assault,GC=F,20,vol→cameo,1.162254764276353,0.27841280854266964,False,0.9386655250206446,False
18,Assault,ZW=F,1,vol→cameo,1.8562990442273817,0.17320805368755113,False,0.9386655250206446,False
18,Assault,ZW=F,5,vol→cameo,2.219498565680606,0.04991946934759961,False,0.9386655250206446,False
18,Assault,ZW=F,20,vol→cameo,1.4962764743163242,0.07259845417474714,False,0.9386655250206446,False
19,Fight,CL=F,1,vol→cameo,1.9025779059509593,0.16795077108184203,False,0.9386655250206446,False
19,Fight,CL=F,5,vol→cameo,0.9337777005962972,0.4578745896619151,False,0.9386655250206446,False
19,Fight,CL=F,10,vol→cameo,0.7842596722829158,0.6441771574834003,False,0.9386655250206446,False
19,Fight,CL=F,20,vol→cameo,1.0683627217194789,0.3769056361012074,False,0.9386655250206446,False
19,Fight,GC=F,1,vol→cameo,2.5193178108523377,0.1126175360301539,False,0.9386655250206446,False
19,Fight,GC=F,5,vol→cameo,1.327395448795111,0.24956834749755805,False,0.9386655250206446,False
19,Fight,GC=F,10,vol→cameo,1.1447911995572562,0.32443154015572157,False,0.9386655250206446,False
19,Fight,GC=F,20,vol→cameo,1.2982184637135665,0.16875256751172638,False,0.9386655250206446,False
19,Fight,ZW=F,1,vol→cameo,2.2348799264610113,0.13508702298954395,False,0.9386655250206446,False
19,Fight,ZW=F,5,vol→cameo,1.2504366485126386,0.28292039909336714,False,0.9386655250206446,False
19,Fight,ZW=F,10,vol→cameo,0.9027421120774736,0.5297285624223014,False,0.9386655250206446,False
19,Fight,ZW=F,20,vol→cameo,1.1273566055432147,0.3129427648477492,False,0.9386655250206446,False
20,Use Unconventional Mass Violence,CL=F,1,vol→cameo,0.2395056517529362,0.6246193203648678,False,0.9386655250206446,False
20,Use Unconventional Mass Violence,GC=F,10,vol→cameo,0.8529490854784954,0.5773713015250737,False,0.9386655250206446,False
20,Use Unconventional Mass Violence,GC=F,20,vol→cameo,0.8517330657483771,0.650449006586014,False,0.9386655250206446,False
20,Use Unconventional Mass Violence,ZW=F,1,vol→cameo,0.40408688060268133,0.5250598557874848,False,0.9386655250206446,False
02,Appeal,CL=F,10,vol→cameo,0.7106826786214144,0.7151640276374001,False,0.9572736859296465,False
02,Appeal,GC=F,5,vol→cameo,0.5648336624266903,0.7270524955873239,False,0.9572736859296465,False
03,Agree,CL=F,5,vol→cameo,0.5495831915976797,0.7387529562957629,False,0.9572736859296465,False
03,Agree,ZW=F,10,vol→cameo,0.6926947572839303,0.7321444681465861,False,0.9572736859296465,False
04,Consult,GC=F,10,vol→cameo,0.7144873768143617,0.7115537028331625,False,0.9572736859296465,False
06,Cooperate Economically/Militarily,GC=F,10,vol→cameo,0.6916461700350679,0.7331294849789414,False,0.9572736859296465,False
06,Cooperate Economically/Militarily,ZW=F,5,vol→cameo,0.567580814253327,0.7249411357468694,False,0.9572736859296465,False
07,Provide Aid,GC=F,1,vol→cameo,0.1027158967980108,0.7486280091049103,False,0.9572736859296465,False
07,Provide Aid,ZW=F,1,vol→cameo,0.09508532179353371,0.7578416680276369,False,0.9572736859296465,False
13,Threaten,GC=F,1,vol→cameo,0.09621403739173008,0.7564534971937428,False,0.9572736859296465,False
16,Reduce Relations,CL=F,1,vol→cameo,0.10141576820023306,0.7501718808822699,False,0.9572736859296465,False
16,Reduce Relations,GC=F,5,vol→cameo,0.6008170474561253,0.6993565076997369,False,0.9572736859296465,False
20,Use Unconventional Mass Violence,CL=F,10,vol→cameo,0.7318838744594238,0.6949145009064615,False,0.9572736859296465,False
20,Use Unconventional Mass Violence,CL=F,20,vol→cameo,0.8195278555730543,0.6916729856669457,False,0.9572736859296465,False
20,Use Unconventional Mass Violence,ZW=F,5,vol→cameo,0.5797127523296334,0.7156092851764775,False,0.9572736859296465,False
05,Support Diplomatically,GC=F,10,vol→cameo,0.6532260334747961,0.7685212899717706,False,0.9644188736900651,False
03,Agree,ZW=F,20,vol→cameo,0.7513987294324487,0.7741401970465768,False,0.9651618041100177,False
02,Appeal,ZW=F,20,vol→cameo,0.7453613185480521,0.7810136308752711,False,0.9674491427616262,False
13,Threaten,GC=F,5,vol→cameo,0.4797234058952752,0.7916260486020837,False,0.9743089828948723,False
08,Yield / Concede,ZW=F,1,vol→cameo,0.06058003113199624,0.8056071175598306,False,0.9852010609648884,False
05,Support Diplomatically,GC=F,20,vol→cameo,0.7140923056300055,0.8152058552478096,False,0.9906299000479712,False
03,Agree,GC=F,5,vol→cameo,0.2647279477236345,0.9324221183686469,False,0.9910214432975022,False
03,Agree,GC=F,20,vol→cameo,0.5754730677029384,0.931346162369703,False,0.9910214432975022,False
03,Agree,ZW=F,1,vol→cameo,0.010243013326996741,0.9193958098929579,False,0.9910214432975022,False
04,Consult,CL=F,1,vol→cameo,0.01609631881446888,0.8990555787890677,False,0.9910214432975022,False
04,Consult,CL=F,10,vol→cameo,0.47578631271365446,0.9065033996989391,False,0.9910214432975022,False
04,Consult,CL=F,20,vol→cameo,0.618462606151902,0.9020800783714066,False,0.9910214432975022,False
06,Cooperate Economically/Militarily,GC=F,1,vol→cameo,0.036842590680783834,0.8478053990657496,False,0.9910214432975022,False
07,Provide Aid,CL=F,1,vol→cameo,0.024479283182516427,0.8756880332152507,False,0.9910214432975022,False
08,Yield / Concede,GC=F,1,vol→cameo,0.006808992378877987,0.9342441731085829,False,0.9910214432975022,False
13,Threaten,ZW=F,10,vol→cameo,0.4770699834553246,0.9057143146299058,False,0.9910214432975022,False
13,Threaten,ZW=F,20,vol→cameo,0.6906866129665075,0.8390725242779458,False,0.9910214432975022,False
14,Protest,CL=F,1,vol→cameo,0.020656710334778308,0.8857331735119267,False,0.9910214432975022,False
14,Protest,ZW=F,5,vol→cameo,0.2673737120185206,0.9310329201916752,False,0.9910214432975022,False
15,Exhibit Military Posture,CL=F,5,vol→cameo,0.3968564582654694,0.8512428443280231,False,0.9910214432975022,False
15,Exhibit Military Posture,CL=F,20,vol→cameo,0.6471194545486638,0.8790996140563998,False,0.9910214432975022,False
15,Exhibit Military Posture,ZW=F,20,vol→cameo,0.6505786461805182,0.8761617250754454,False,0.9910214432975022,False
16,Reduce Relations,ZW=F,10,vol→cameo,0.46556432679412785,0.9127252811276155,False,0.9910214432975022,False
17,Coerce,GC=F,5,vol→cameo,0.2869917253053193,0.9203882698142558,False,0.9910214432975022,False
17,Coerce,ZW=F,10,vol→cameo,0.519958724740257,0.8771887116337611,False,0.9910214432975022,False
17,Coerce,ZW=F,20,vol→cameo,0.6217917019710288,0.8995721887585287,False,0.9910214432975022,False
20,Use Unconventional Mass Violence,GC=F,5,vol→cameo,0.4070742240240191,0.844160507168381,False,0.9910214432975022,False
20,Use Unconventional Mass Violence,ZW=F,10,vol→cameo,0.4727427047591441,0.9083839839929111,False,0.9910214432975022,False
20,Use Unconventional Mass Violence,ZW=F,20,vol→cameo,0.6207965348220996,0.900331696812004,False,0.9910214432975022,False
03,Agree,CL=F,1,vol→cameo,0.0009188912161086795,0.9758204067348625,False,0.9913096195401777,False
03,Agree,GC=F,10,vol→cameo,0.372687885328023,0.9586706032933844,False,0.9913096195401777,False
05,Support Diplomatically,CL=F,1,vol→cameo,0.0013436387924360366,0.9707633605197202,False,0.9913096195401777,False
07,Provide Aid,GC=F,5,vol→cameo,0.20361736288804905,0.9610520816054027,False,0.9913096195401777,False
15,Exhibit Military Posture,ZW=F,5,vol→cameo,0.24554126000469934,0.9421375797439114,False,0.9913096195401777,False
16,Reduce Relations,ZW=F,20,vol→cameo,0.5168302161543473,0.9612233500047881,False,0.9913096195401777,False
17,Coerce,GC=F,1,vol→cameo,0.002790004667487127,0.9578802148394161,False,0.9913096195401777,False
20,Use Unconventional Mass Violence,CL=F,5,vol→cameo,0.18283277078655585,0.969150988181304,False,0.9913096195401777,False
15,Exhibit Military Posture,GC=F,5,vol→cameo,0.10310085786528857,0.9915323120383803,False,0.9915323120383803,False
15,Exhibit Military Posture,ZW=F,10,vol→cameo,0.29659796851265685,0.9821256293415446,False,0.9915323120383803,False
20,Use Unconventional Mass Violence,GC=F,1,vol→cameo,0.0001879450418330012,0.9890632692806948,False,0.9915323120383803,False
01,Make Public Statement,CL=F,1,vol→cameo,,,True,,False
01,Make Public Statement,CL=F,5,vol→cameo,,,True,,False
01,Make Public Statement,CL=F,10,vol→cameo,,,True,,False
01,Make Public Statement,CL=F,20,vol→cameo,,,True,,False
01,Make Public Statement,GC=F,1,vol→cameo,,,True,,False
01,Make Public Statement,GC=F,5,vol→cameo,,,True,,False
01,Make Public Statement,GC=F,10,vol→cameo,,,True,,False
01,Make Public Statement,GC=F,20,vol→cameo,,,True,,False
01,Make Public Statement,ZW=F,1,vol→cameo,,,True,,False
01,Make Public Statement,ZW=F,5,vol→cameo,,,True,,False
01,Make Public Statement,ZW=F,10,vol→cameo,,,True,,False
01,Make Public Statement,ZW=F,20,vol→cameo,,,True,,False
09,Investigate,CL=F,1,vol→cameo,,,True,,False
09,Investigate,CL=F,5,vol→cameo,,,True,,False
09,Investigate,CL=F,10,vol→cameo,,,True,,False
09,Investigate,CL=F,20,vol→cameo,,,True,,False
09,Investigate,GC=F,1,vol→cameo,,,True,,False
09,Investigate,GC=F,5,vol→cameo,,,True,,False
09,Investigate,GC=F,10,vol→cameo,,,True,,False
09,Investigate,GC=F,20,vol→cameo,,,True,,False
09,Investigate,ZW=F,1,vol→cameo,,,True,,False
09,Investigate,ZW=F,5,vol→cameo,,,True,,False
09,Investigate,ZW=F,10,vol→cameo,,,True,,False
09,Investigate,ZW=F,20,vol→cameo,,,True,,False
10,Demand,CL=F,1,vol→cameo,,,False,,False
10,Demand,CL=F,5,vol→cameo,,,False,,False
10,Demand,CL=F,10,vol→cameo,,,False,,False
10,Demand,CL=F,20,vol→cameo,,,False,,False
10,Demand,GC=F,1,vol→cameo,,,False,,False
10,Demand,GC=F,5,vol→cameo,,,False,,False
10,Demand,GC=F,10,vol→cameo,,,False,,False
10,Demand,GC=F,20,vol→cameo,,,False,,False
10,Demand,ZW=F,1,vol→cameo,,,False,,False
10,Demand,ZW=F,5,vol→cameo,,,False,,False
10,Demand,ZW=F,10,vol→cameo,,,False,,False
10,Demand,ZW=F,20,vol→cameo,,,False,,False
11,Disapprove,CL=F,1,vol→cameo,,,False,,False
11,Disapprove,CL=F,5,vol→cameo,,,False,,False
11,Disapprove,CL=F,10,vol→cameo,,,False,,False
11,Disapprove,CL=F,20,vol→cameo,,,False,,False
11,Disapprove,GC=F,1,vol→cameo,,,False,,False
11,Disapprove,GC=F,5,vol→cameo,,,False,,False
11,Disapprove,GC=F,10,vol→cameo,,,False,,False
11,Disapprove,GC=F,20,vol→cameo,,,False,,False
11,Disapprove,ZW=F,1,vol→cameo,,,False,,False
11,Disapprove,ZW=F,5,vol→cameo,,,False,,False
11,Disapprove,ZW=F,10,vol→cameo,,,False,,False
11,Disapprove,ZW=F,20,vol→cameo,,,False,,False
